week,year,name,team,opp,score,fg-made,fg-att,xp-made,xp-att,pts
12,13,Blair Walsh,MIN,@ GB,   T26-26,4,4,2,2,14
12,13,Sebastian Janikowski,OAK,vs TEN,L 19-23,4,6,1,1,13
12,13,Justin Tucker,BAL,vs NYJ,W  19-3,4,4,1,1,13
12,13,Rob Bironas,TEN,@ OAK,W  23-19,3,3,2,2,11
12,13,Nick Novak,SD,@ KC,W  41-38,2,2,5,5,11
12,13,Stephen Gostkowski,NE,vs DEN,W  34-31,2,2,4,4,10
12,13,Caleb Sturgis,MIA,vs CAR,L 16-20,3,4,1,1,10
12,13,Greg Zuerlein,,vs CHI,W  42-21,2,2,4,4,10
12,13,Phil Dawson,SF,@ WAS,W  27-6,2,2,3,3,9
12,13,Shaun Suisham,PIT,@ CLE,W  27-11,2,2,3,3,9
12,13,Mason Crosby,GB,vs MIN,   T26-26,2,2,2,2,8
12,13,Graham Gano,CAR,@ MIA,W  20-16,2,3,2,2,8
12,13,Ryan Succop,KC,vs SD,L 38-41,1,1,5,5,8
12,13,Josh Brown,NYG,vs DAL,L 21-24,2,2,1,1,7
12,13,Matt Bryant,ATL,vs NO,L 13-17,2,3,1,1,7
12,13,Matt Prater,DEN,@ NE,L 31-34,1,1,4,4,7
12,13,Josh Scobee,,@ HOU,W  13-6,2,3,1,1,7
12,13,Dan Bailey,DAL,@ NYG,W  24-21,1,1,3,3,6
12,13,Randy Bullock,HOU,vs ,L 6-13,2,2,0,0,6
12,13,Kai Forbath,WAS,vs SF,L 6-27,2,2,0,0,6
12,13,Rian Lindell,TB,@ DET,W  24-21,1,3,3,3,6
12,13,Garrett Hartley,NO,@ ATL,W  17-13,1,1,2,2,5
12,13,David Akers,DET,vs TB,L 21-24,0,0,3,3,3
12,13,Billy Cundiff,CLE,vs PIT,L 11-27,1,2,0,0,3
12,13,Nick Folk,NYJ,@ BAL,L 3-19,1,1,0,0,3
12,13,Robbie Gould,CHI,@ ,L 21-42,0,0,3,3,3
12,13,Adam Vinatieri,IND,@ ARI,L 11-40,1,1,0,0,3
13,13,Justin Tucker,BAL,vs PIT,W  22-20,5,5,1,1,16
13,13,Adam Vinatieri,IND,vs TEN,W  22-14,5,5,1,1,16
13,13,Josh Scobee,,@ CLE,W  32-28,3,3,3,3,12
13,13,Phil Dawson,SF,vs ,W  23-13,3,3,2,2,11
13,13,Caleb Sturgis,MIA,@ NYJ,W  23-3,3,4,2,2,11
13,13,Blair Walsh,MIN,vs CHI,W  23-20,3,4,2,2,11
13,13,Matt Bryant,ATL,@ BUF,W  34-31,2,2,4,4,10
13,13,Stephen Gostkowski,NE,@ HOU,W  34-31,2,3,4,4,10
13,13,Steven Hauschka,SEA,vs NO,W  34-7,2,2,4,4,10
13,13,Graham Gano,CAR,vs TB,W  27-6,2,2,3,3,9
13,13,David Akers,DET,vs GB,W  40-10,1,2,5,5,8
13,13,Robbie Gould,CHI,@ MIN,L 20-23,2,4,2,2,8
13,13,Dan Bailey,DAL,vs OAK,W  31-24,1,1,4,4,7
13,13,Randy Bullock,HOU,vs NE,L 31-34,1,1,4,4,7
13,13,Dan Carpenter,BUF,vs ATL,L 31-34,1,1,4,4,7
13,13,Greg Zuerlein,,@ SF,L 13-23,2,2,1,1,7
13,13,Josh Brown,NYG,@ WAS,W  24-17,1,1,3,3,6
13,13,Alex Henery,PHI,vs ARI,W  24-21,1,1,3,3,6
13,13,Sebastian Janikowski,OAK,@ DAL,L 24-31,1,1,3,3,6
13,13,Rian Lindell,TB,@ CAR,L 6-27,2,3,0,0,6
13,13,Kai Forbath,WAS,vs NYG,L 17-24,1,1,2,2,5
13,13,Mike Nugent,CIN,@ SD,W  17-10,1,1,2,2,5
13,13,Matt Prater,DEN,@ KC,W  35-28,0,0,5,5,5
13,13,Mason Crosby,GB,@ DET,L 10-40,1,1,1,1,4
13,13,Billy Cundiff,CLE,vs ,L 28-32,0,1,4,4,4
13,13,Nick Novak,SD,vs CIN,L 10-17,1,1,1,1,4
13,13,Ryan Succop,KC,vs DEN,L 28-35,0,0,4,4,4
13,13,Jay Feely,ARI,@ PHI,L 21-24,0,0,3,3,3
13,13,Nick Folk,NYJ,vs MIA,L 3-23,1,1,0,0,3
13,13,Rob Bironas,TEN,@ IND,L 14-22,0,0,2,2,2
13,13,Shaun Suisham,PIT,@ BAL,L 20-22,0,0,2,2,2
13,13,Garrett Hartley,NO,@ SEA,L 7-34,0,0,1,1,1
14,13,Matt Prater,DEN,vs TEN,W  51-28,3,3,6,6,15
14,13,Phil Dawson,SF,vs SEA,W  19-17,4,4,1,1,13
14,13,Nick Folk,NYJ,vs OAK,W  37-27,3,3,4,4,13
14,13,Robbie Gould,CHI,vs DAL,W  45-28,3,3,4,4,13
14,13,Nick Novak,SD,vs NYG,W  37-14,3,3,4,4,13
14,13,Mason Crosby,GB,vs ATL,W  22-21,3,3,1,1,10
14,13,Caleb Sturgis,MIA,@ PIT,W  34-28,2,3,4,4,10
14,13,Sebastian Janikowski,OAK,@ NYJ,L 27-37,2,3,3,3,9
14,13,Rian Lindell,TB,vs BUF,W  27-6,2,2,3,3,9
14,13,Josh Scobee,,vs HOU,W  27-20,2,2,3,3,9
14,13,Ryan Succop,KC,@ WAS,W  45-10,1,2,6,6,9
14,13,Randy Bullock,HOU,@ ,L 20-27,2,2,2,2,8
14,13,Billy Cundiff,CLE,@ NE,L 26-27,2,3,2,2,8
14,13,Blair Walsh,MIN,@ BAL,L 26-29,2,2,2,2,8
14,13,Graham Gano,CAR,@ NO,L 13-31,2,3,1,1,7
14,13,Stephen Gostkowski,NE,vs CLE,W  27-26,2,2,1,1,7
14,13,Garrett Hartley,NO,vs CAR,W  31-13,1,1,4,4,7
14,13,Dan Carpenter,BUF,@ TB,L 6-27,2,2,0,0,6
14,13,Mike Nugent,CIN,vs IND,W  42-28,0,0,6,6,6
14,13,Steven Hauschka,SEA,@ SF,L 17-19,1,1,2,2,5
14,13,Dan Bailey,DAL,@ CHI,L 28-45,0,0,4,4,4
14,13,Rob Bironas,TEN,@ DEN,L 28-51,0,0,4,4,4
14,13,Jay Feely,ARI,vs ,W  30-10,0,2,4,4,4
14,13,Kai Forbath,WAS,vs KC,L 10-45,1,1,1,1,4
14,13,Shaun Suisham,PIT,vs MIA,L 28-34,0,0,4,4,4
14,13,Adam Vinatieri,IND,@ CIN,L 28-42,0,1,4,4,4
14,13,Greg Zuerlein,,@ ARI,L 10-30,1,1,1,1,4
14,13,Matt Bryant,ATL,@ GB,L 21-22,0,1,3,3,3
14,13,Justin Tucker,BAL,vs MIN,W  29-26,0,0,3,3,3
14,13,Josh Brown,NYG,@ SD,L 14-37,0,0,2,2,2
14,13,David Akers,DET,@ PHI,L 20-34,0,0,0,1,0
15,13,Dan Bailey,DAL,vs GB,L 36-37,5,5,3,3,18
15,13,Justin Tucker,BAL,@ DET,W  18-16,6,6,0,0,18
15,13,Phil Dawson,SF,@ TB,W  33-14,4,4,3,3,15
15,13,Jay Feely,ARI,@ TEN,W  37-34,3,3,4,4,13
15,13,Graham Gano,CAR,vs NYJ,W  30-20,3,3,3,3,12
15,13,Shaun Suisham,PIT,vs CIN,W  30-20,3,3,3,3,12
15,13,Blair Walsh,MIN,vs PHI,W  48-30,2,3,6,6,12
15,13,Steven Hauschka,SEA,@ NYG,W  23-0,3,3,2,2,11
15,13,Adam Vinatieri,IND,vs HOU,W  25-3,3,3,2,2,11
15,13,Rob Bironas,TEN,vs ARI,L 34-37,2,3,4,4,10
15,13,Alex Henery,PHI,@ MIN,L 30-48,3,3,1,1,10
15,13,Matt Bryant,ATL,vs WAS,W  27-26,2,2,3,3,9
15,13,Dan Carpenter,BUF,@ ,W  27-20,2,3,3,3,9
15,13,Nick Novak,SD,@ DEN,W  27-20,2,2,3,3,9
15,13,Greg Zuerlein,,vs NO,W  27-16,2,2,3,3,9
15,13,Nick Folk,NYJ,@ CAR,L 20-30,2,2,2,2,8
15,13,Kai Forbath,WAS,@ ATL,L 26-27,2,2,2,2,8
15,13,Stephen Gostkowski,NE,@ MIA,L 20-24,2,3,2,2,8
15,13,Robbie Gould,CHI,@ CLE,W  38-31,1,1,5,5,8
15,13,Matt Prater,DEN,vs SD,L 20-27,2,2,2,2,8
15,13,Josh Scobee,,vs BUF,L 20-27,2,2,2,2,8
15,13,Ryan Succop,KC,@ OAK,W  56-31,0,0,8,8,8
15,13,Mason Crosby,GB,@ DAL,W  37-36,1,1,4,4,7
15,13,Billy Cundiff,CLE,vs CHI,L 31-38,1,1,4,4,7
15,13,Sebastian Janikowski,OAK,vs KC,L 31-56,1,1,4,4,7
15,13,Caleb Sturgis,MIA,vs NE,W  24-20,1,1,3,3,6
15,13,David Akers,DET,vs BAL,L 16-18,1,1,1,1,4
15,13,Garrett Hartley,NO,@ ,L 16-27,1,3,1,1,4
15,13,Randy Bullock,HOU,@ IND,L 3-25,1,1,0,0,3
15,13,Rian Lindell,TB,vs SF,L 14-33,0,0,2,2,2
15,13,Mike Nugent,CIN,@ PIT,L 20-30,0,0,2,2,2
16,13,Nick Novak,SD,vs OAK,W  26-13,4,4,2,2,14
16,13,Dan Carpenter,BUF,vs MIA,W  19-0,4,4,1,1,13
16,13,Matt Prater,DEN,@ HOU,W  37-13,3,3,4,4,13
16,13,Josh Brown,NYG,@ DET,W  23-20,3,3,2,2,11
16,13,Kai Forbath,WAS,vs DAL,L 23-24,3,3,2,2,11
16,13,Stephen Gostkowski,NE,@ BAL,W  41-7,2,2,5,5,11
16,13,Adam Vinatieri,IND,@ KC,W  23-7,3,4,2,2,11
16,13,Greg Zuerlein,,vs TB,W  23-13,3,3,2,2,11
16,13,Phil Dawson,SF,vs ATL,W  34-24,2,2,4,4,10
16,13,Alex Henery,PHI,vs CHI,W  54-11,1,1,7,7,10
16,13,Jay Feely,ARI,@ SEA,W  17-10,3,3,0,0,9
16,13,Rob Bironas,TEN,@ ,W  20-16,2,2,2,2,8
16,13,Shaun Suisham,PIT,@ GB,W  38-31,1,1,5,5,8
16,13,Randy Bullock,HOU,vs DEN,L 13-37,2,2,1,1,7
16,13,Mason Crosby,GB,vs PIT,L 31-38,1,1,4,4,7
16,13,Billy Cundiff,CLE,@ NYJ,L 13-24,2,2,1,1,7
16,13,Shayne Graham,NO,@ CAR,L 13-17,2,2,1,1,7
16,13,Sebastian Janikowski,OAK,@ SD,L 13-26,2,2,1,1,7
16,13,Rian Lindell,TB,@ ,L 13-23,2,2,1,1,7
16,13,Dan Bailey,DAL,@ WAS,W  24-23,1,1,3,3,6
16,13,Matt Bryant,ATL,@ SF,L 24-34,1,1,3,3,6
16,13,Nick Folk,NYJ,vs CLE,W  24-13,1,2,3,3,6
16,13,Mike Nugent,CIN,vs MIN,W  42-14,0,0,6,6,6
16,13,Graham Gano,CAR,vs NO,W  17-13,1,1,2,2,5
16,13,David Akers,DET,vs NYG,L 20-23,1,1,1,1,4
16,13,Steven Hauschka,SEA,vs ARI,L 10-17,1,2,1,1,4
16,13,Josh Scobee,,vs TEN,L 16-20,1,1,1,2,4
16,13,Robbie Gould,CHI,@ PHI,L 11-54,1,1,0,0,3
16,13,Blair Walsh,MIN,@ CIN,L 14-42,0,0,2,2,2
16,13,Ryan Succop,KC,vs IND,L 7-23,0,1,1,1,1
16,13,Justin Tucker,BAL,vs NE,L 7-41,0,1,1,1,1
17,13,Stephen Gostkowski,NE,vs BUF,W  34-20,4,4,2,2,14
17,13,Adam Vinatieri,IND,vs ,W  30-10,3,3,3,3,12
17,13,Phil Dawson,SF,@ ARI,W  23-20,3,4,2,2,11
17,13,Dan Bailey,DAL,vs PHI,L 22-24,3,3,1,1,10
17,13,Rob Bironas,TEN,vs HOU,W  16-10,3,3,1,1,10
17,13,Mike Nugent,CIN,vs BAL,W  34-17,2,2,4,4,10
17,13,Matt Prater,DEN,@ OAK,W  34-14,2,2,4,4,10
17,13,Mason Crosby,GB,@ CHI,W  33-28,2,2,3,3,9
17,13,Steven Hauschka,SEA,vs ,W  27-9,2,2,3,3,9
17,13,Nick Novak,SD,vs KC,W  27-24,2,2,3,3,9
17,13,Justin Tucker,BAL,@ CIN,L 17-34,3,3,0,0,9
17,13,Josh Brown,NYG,vs WAS,W  20-6,2,3,2,2,8
17,13,Matt Bryant,ATL,vs CAR,L 20-21,2,2,2,2,8
17,13,Dan Carpenter,BUF,@ NE,L 20-34,2,2,2,2,8
17,13,Jay Feely,ARI,vs SF,L 20-23,2,4,2,2,8
17,13,Nick Folk,NYJ,@ MIA,W  20-7,2,3,2,2,8
17,13,Shaun Suisham,PIT,vs CLE,W  20-7,2,2,2,2,8
17,13,David Akers,DET,@ MIN,L 13-14,2,2,1,1,7
17,13,Kai Forbath,WAS,@ NYG,L 6-20,2,2,0,0,6
17,13,Shayne Graham,NO,vs TB,W  42-17,0,0,6,6,6
17,13,Alex Henery,PHI,@ DAL,W  24-22,1,1,3,3,6
17,13,Ryan Succop,KC,@ SD,L 24-27,1,2,3,3,6
17,13,Rian Lindell,TB,@ NO,L 17-42,1,1,2,2,5
17,13,Randy Bullock,HOU,@ TEN,L 10-16,1,1,1,1,4
17,13,Robbie Gould,CHI,vs GB,L 28-33,0,0,4,4,4
17,13,Josh Scobee,,@ IND,L 10-30,1,1,1,1,4
17,13,Graham Gano,CAR,@ ATL,W  21-20,0,0,3,3,3
17,13,Greg Zuerlein,,@ SEA,L 9-27,1,1,0,0,3
17,13,Sebastian Janikowski,OAK,vs DEN,L 14-34,0,1,2,2,2
17,13,Blair Walsh,MIN,vs DET,W  14-13,0,0,2,2,2
17,13,Billy Cundiff,CLE,@ PIT,L 7-20,0,0,1,1,1
17,13,Caleb Sturgis,MIA,vs NYJ,L 7-20,0,0,1,1,1
1,14,Mike Nugent,CIN,@ BAL,W  23-16,5,6,0,0,15
1,14,Caleb Sturgis,MIA,vs NE,W  33-20,4,4,3,3,15
1,14,Ryan Succop,TEN,@ KC,W  26-10,4,4,2,2,14
1,14,Matt Bryant,ATL,vs NO,W  37-34,3,3,4,4,13
1,14,Shaun Suisham,PIT,vs CLE,W  30-27,3,3,3,3,12
1,14,Dan Carpenter,BUF,@ CHI,W  23-20,3,3,2,2,11
1,14,Shayne Graham,NO,@ ATL,L 34-37,2,2,4,4,10
1,14,Steven Hauschka,SEA,vs GB,W  36-16,2,2,4,4,10
1,14,Cody Parkey,PHI,vs ,W  34-17,2,2,4,4,10
1,14,Blair Walsh,MIN,@ ,W  34-6,2,2,4,4,10
1,14,Billy Cundiff,CLE,@ PIT,L 27-30,2,2,3,3,9
1,14,Nate Freese,DET,vs NYG,W  35-14,2,3,3,3,9
1,14,Graham Gano,CAR,@ TB,W  20-14,2,3,2,2,8
1,14,Stephen Gostkowski,NE,@ MIA,L 20-33,2,2,2,2,8
1,14,Robbie Gould,CHI,vs BUF,L 20-23,2,2,2,2,8
1,14,Nick Folk,NYJ,vs OAK,W  19-14,2,2,1,1,7
1,14,Brandon McManus,DEN,vs IND,W  31-24,1,1,4,4,7
1,14,Chandler Catanzaro,ARI,vs SD,W  18-17,2,2,0,0,6
1,14,Adam Vinatieri,IND,@ DEN,L 24-31,1,1,3,3,6
1,14,Greg Zuerlein,,vs MIN,L 6-34,2,3,0,0,6
1,14,Dan Bailey,DAL,vs SF,L 17-28,1,1,2,2,5
1,14,Randy Bullock,HOU,vs WAS,W  17-6,1,1,2,2,5
1,14,Nick Novak,SD,@ ARI,L 17-18,1,1,2,2,5
1,14,Josh Scobee,,@ PHI,L 17-34,1,3,2,2,5
1,14,Mason Crosby,GB,@ SEA,L 16-36,1,1,1,1,4
1,14,Phil Dawson,SF,@ DAL,W  28-17,0,1,4,4,4
1,14,Cairo Santos,KC,vs TEN,L 10-26,1,2,1,1,4
1,14,Justin Tucker,BAL,vs CIN,L 16-23,1,2,1,1,4
1,14,Josh Brown,NYG,@ DET,L 14-35,0,0,2,2,2
1,14,Sebastian Janikowski,OAK,@ NYJ,L 14-19,0,0,2,2,2
1,14,Patrick Murray,TB,vs CAR,L 14-20,0,0,2,2,2
1,14,Kai Forbath,WAS,@ HOU,L 6-17,0,0,0,1,0
2,14,Dan Carpenter,BUF,vs MIA,W  29-10,5,6,2,2,17
2,14,Dan Bailey,DAL,@ TEN,W  26-10,4,4,2,2,14
2,14,Justin Tucker,BAL,vs PIT,W  26-6,4,4,2,2,14
2,14,Chandler Catanzaro,ARI,@ NYG,W  25-14,4,4,1,1,13
2,14,Greg Zuerlein,,@ TB,W  19-17,4,4,1,1,13
2,14,Randy Bullock,HOU,@ OAK,W  30-14,3,4,3,3,12
2,14,Stephen Gostkowski,NE,@ MIN,W  30-7,3,3,3,3,12
2,14,Nick Novak,SD,vs SEA,W  30-21,3,3,3,3,12
2,14,Cody Parkey,PHI,@ IND,W  30-27,3,4,3,3,12
2,14,Mason Crosby,GB,vs NYJ,W  31-24,3,3,2,2,11
2,14,Kai Forbath,WAS,vs ,W  41-10,2,2,5,5,11
2,14,Graham Gano,CAR,vs DET,W  24-7,3,3,1,1,10
2,14,Adam Vinatieri,IND,vs PHI,L 27-30,2,2,3,3,9
2,14,Billy Cundiff,CLE,vs NO,W  26-24,2,2,2,2,8
2,14,Phil Dawson,SF,vs CHI,L 20-28,2,2,2,2,8
2,14,Nick Folk,NYJ,@ GB,L 24-31,1,1,3,3,6
2,14,Shayne Graham,NO,@ CLE,L 24-26,1,1,3,3,6
2,14,Brandon McManus,DEN,vs KC,W  24-17,1,1,3,3,6
2,14,Mike Nugent,CIN,vs ATL,W  24-10,1,4,3,3,6
2,14,Shaun Suisham,PIT,@ BAL,L 6-26,2,2,0,0,6
2,14,Patrick Murray,TB,vs ,L 17-19,1,2,2,2,5
2,14,Cairo Santos,KC,@ DEN,L 17-24,1,2,2,2,5
2,14,Matt Bryant,ATL,@ CIN,L 10-24,1,1,1,1,4
2,14,Robbie Gould,CHI,@ SF,W  28-20,0,0,4,4,4
2,14,Josh Scobee,,@ WAS,L 10-41,1,1,1,1,4
2,14,Caleb Sturgis,MIA,@ BUF,L 10-29,1,1,1,1,4
2,14,Ryan Succop,TEN,vs DAL,L 10-26,1,1,1,1,4
2,14,Steven Hauschka,SEA,@ SD,L 21-30,0,0,3,3,3
2,14,Josh Brown,NYG,vs ARI,L 14-25,0,0,2,2,2
2,14,Sebastian Janikowski,OAK,vs HOU,L 14-30,0,0,2,2,2
2,14,Nate Freese,DET,@ CAR,L 7-24,0,2,1,1,1
2,14,Blair Walsh,MIN,vs NE,L 7-30,0,1,1,1,1
3,14,Adam Vinatieri,IND,@ ,W  44-17,3,3,5,5,14
3,14,Nick Folk,NYJ,vs CHI,L 19-27,4,4,1,1,13
3,14,Cody Parkey,PHI,vs WAS,W  37-34,3,3,4,4,13
3,14,Shaun Suisham,PIT,@ CAR,W  37-19,3,3,4,4,13
3,14,Josh Brown,NYG,vs HOU,W  30-17,3,3,3,3,12
3,14,Chandler Catanzaro,ARI,vs SF,W  23-14,3,3,2,2,11
3,14,Justin Tucker,BAL,@ CLE,W  23-21,3,3,2,2,11
3,14,Dan Bailey,DAL,@ ,W  34-31,2,2,4,4,10
3,14,Kai Forbath,WAS,@ PHI,L 34-37,2,3,4,4,10
3,14,Stephen Gostkowski,NE,vs OAK,W  16-9,3,3,1,1,10
3,14,Robbie Gould,CHI,@ NYJ,W  27-19,2,2,3,3,9
3,14,Sebastian Janikowski,OAK,@ NE,L 9-16,3,3,0,0,9
3,14,Blair Walsh,MIN,@ NO,L 9-20,3,3,0,0,9
3,14,Matt Bryant,ATL,vs TB,W  56-14,0,1,8,8,8
3,14,Steven Hauschka,SEA,vs DEN,W  26-20,2,3,2,2,8
3,14,Nick Novak,SD,@ BUF,W  22-10,2,2,2,2,8
3,14,Graham Gano,CAR,vs PIT,L 19-37,2,2,1,1,7
3,14,Mike Nugent,CIN,vs TEN,W  33-7,1,1,4,4,7
3,14,Caleb Sturgis,MIA,vs KC,L 15-34,2,3,1,1,7
3,14,Greg Zuerlein,,vs DAL,L 31-34,1,1,4,4,7
3,14,Randy Bullock,HOU,@ NYG,L 17-30,1,1,2,2,5
3,14,Nate Freese,DET,vs GB,W  19-7,1,2,2,2,5
3,14,Josh Scobee,,vs IND,L 17-44,1,1,2,2,5
3,14,Dan Carpenter,BUF,vs SD,L 10-22,1,1,1,1,4
3,14,Brandon McManus,DEN,@ SEA,L 20-26,1,1,1,1,4
3,14,Cairo Santos,KC,@ MIA,W  34-15,0,0,4,4,4
3,14,Billy Cundiff,CLE,vs BAL,L 21-23,0,2,3,3,3
3,14,Phil Dawson,SF,@ ARI,L 14-23,0,1,2,2,2
3,14,Shayne Graham,NO,vs MIN,W  20-9,0,0,2,3,2
3,14,Patrick Murray,TB,@ ATL,L 14-56,0,0,2,2,2
3,14,Mason Crosby,GB,@ DET,L 7-19,0,0,1,1,1
3,14,Ryan Succop,TEN,@ CIN,L 7-33,0,2,1,1,1
4,14,Nick Novak,SD,vs ,W  33-14,4,4,3,3,15
4,14,Blair Walsh,MIN,vs ATL,W  41-28,4,5,3,3,15
4,14,Phil Dawson,SF,vs PHI,W  26-21,4,4,2,2,14
4,14,Randy Bullock,HOU,vs BUF,W  23-17,3,3,2,2,11
4,14,Cairo Santos,KC,vs NE,W  41-14,2,2,5,5,11
4,14,Adam Vinatieri,IND,vs TEN,W  41-17,2,2,5,5,11
4,14,Josh Brown,NYG,@ WAS,W  45-14,1,1,6,6,9
4,14,Patrick Murray,TB,@ PIT,W  27-24,2,2,3,3,9
4,14,Dan Bailey,DAL,vs NO,W  38-17,1,1,5,5,8
4,14,Mason Crosby,GB,@ CHI,W  38-17,1,2,5,5,8
4,14,Caleb Sturgis,MIA,@ OAK,W  38-14,1,1,5,5,8
4,14,Justin Tucker,BAL,vs CAR,W  38-10,1,2,5,5,8
4,14,Alex Henery,DET,@ NYJ,W  24-17,1,2,3,3,6
4,14,Shaun Suisham,PIT,vs TB,L 24-27,1,2,3,3,6
4,14,Dan Carpenter,BUF,@ HOU,L 17-23,1,1,2,2,5
4,14,Nick Folk,NYJ,vs DET,L 17-24,1,1,2,2,5
4,14,Robbie Gould,CHI,vs GB,L 17-38,1,1,2,2,5
4,14,Shayne Graham,NO,@ DAL,L 17-38,1,2,2,2,5
4,14,Ryan Succop,TEN,@ IND,L 17-41,1,1,2,2,5
4,14,Matt Bryant,ATL,@ MIN,L 28-41,0,0,4,4,4
4,14,Graham Gano,CAR,@ BAL,L 10-38,1,1,1,1,4
4,14,Cody Parkey,PHI,@ SF,L 21-26,0,0,3,3,3
4,14,Kai Forbath,WAS,vs NYG,L 14-45,0,0,2,2,2
4,14,Stephen Gostkowski,NE,@ KC,L 14-41,0,0,2,2,2
4,14,Sebastian Janikowski,OAK,vs MIA,L 14-38,0,0,2,2,2
4,14,Josh Scobee,,@ SD,L 14-33,0,0,2,2,2
5,14,Stephen Gostkowski,NE,vs CIN,W  43-17,5,5,4,4,19
5,14,Phil Dawson,SF,vs KC,W  22-17,5,5,1,1,16
5,14,Josh Brown,NYG,vs ATL,W  30-20,3,3,3,3,12
5,14,Shayne Graham,NO,vs TB,W  37-31,3,3,2,2,11
5,14,Brandon McManus,DEN,vs ARI,W  41-20,2,3,5,5,11
5,14,Cody Parkey,PHI,vs ,W  34-28,2,2,4,4,10
5,14,Dan Carpenter,BUF,@ DET,W  17-14,3,4,0,0,9
5,14,Billy Cundiff,CLE,@ TEN,W  29-28,2,2,3,3,9
5,14,Steven Hauschka,SEA,@ WAS,W  27-17,2,2,3,3,9
5,14,Josh Scobee,,vs PIT,L 9-17,3,3,0,0,9
5,14,Dan Bailey,DAL,vs HOU,W  20-17,2,3,2,2,8
5,14,Matt Bryant,ATL,@ NYG,L 20-30,2,2,2,2,8
5,14,Chandler Catanzaro,ARI,@ DEN,L 20-41,2,2,2,2,8
5,14,Adam Vinatieri,IND,vs BAL,W  20-13,2,2,2,2,8
5,14,Graham Gano,CAR,vs CHI,W  31-24,1,1,4,4,7
5,14,Patrick Murray,TB,@ NO,L 31-37,1,1,4,4,7
5,14,Nick Novak,SD,vs NYJ,W  31-0,1,1,4,4,7
5,14,Justin Tucker,BAL,@ IND,L 13-20,2,2,1,1,7
5,14,Mason Crosby,GB,vs MIN,W  42-10,0,0,6,6,6
5,14,Robbie Gould,CHI,@ CAR,L 24-31,1,2,3,3,6
5,14,Randy Bullock,HOU,@ DAL,L 17-20,1,1,2,2,5
5,14,Kai Forbath,WAS,vs SEA,L 17-27,1,1,2,2,5
5,14,Mike Nugent,CIN,@ NE,L 17-43,1,2,2,2,5
5,14,Cairo Santos,KC,@ SF,L 17-22,1,1,2,2,5
5,14,Shaun Suisham,PIT,@ ,W  17-9,1,1,2,2,5
5,14,Ryan Succop,TEN,vs CLE,L 28-29,0,0,4,4,4
5,14,Blair Walsh,MIN,@ GB,L 10-42,1,1,1,1,4
5,14,Greg Zuerlein,,@ PHI,L 28-34,0,0,4,4,4
5,14,Alex Henery,DET,vs BUF,L 14-17,0,3,2,2,2
6,14,Graham Gano,CAR,@ CIN,   T37-37,3,4,4,4,13
6,14,Stephen Gostkowski,NE,@ BUF,W  37-22,3,4,4,4,13
6,14,Mike Nugent,CIN,vs CAR,   T37-37,3,4,4,4,13
6,14,Dan Bailey,DAL,@ SEA,W  30-23,3,3,3,3,12
6,14,Chandler Catanzaro,ARI,vs WAS,W  30-20,3,3,3,3,12
6,14,Justin Tucker,BAL,@ TB,W  48-17,2,3,6,6,12
6,14,Steven Hauschka,SEA,vs DAL,L 23-30,3,3,2,2,11
6,14,Ryan Succop,TEN,vs ,W  16-14,3,3,1,1,10
6,14,Mason Crosby,GB,@ MIA,W  27-24,2,2,3,3,9
6,14,Cody Parkey,PHI,vs NYG,W  27-0,2,2,3,3,9
6,14,Adam Vinatieri,IND,@ HOU,W  33-28,2,2,3,3,9
6,14,Kai Forbath,WAS,@ ARI,L 20-30,2,2,2,2,8
6,14,Matt Bryant,ATL,vs CHI,L 13-27,2,2,1,1,7
6,14,Billy Cundiff,CLE,vs PIT,W  31-10,1,1,4,4,7
6,14,Phil Dawson,SF,@ ,W  31-17,1,1,4,4,7
6,14,Robbie Gould,CHI,@ ATL,W  27-13,2,2,1,2,7
6,14,Brandon McManus,DEN,@ NYJ,W  31-17,1,1,4,4,7
6,14,Nick Novak,SD,@ OAK,W  31-28,1,1,4,4,7
6,14,Caleb Sturgis,MIA,vs GB,L 24-27,1,1,3,3,6
6,14,Nick Folk,NYJ,vs DEN,L 17-31,1,1,2,2,5
6,14,Patrick Murray,TB,vs BAL,L 17-48,1,2,2,2,5
6,14,Matt Prater,DET,@ MIN,W  17-3,1,3,2,2,5
6,14,Greg Zuerlein,,vs SF,L 17-31,1,1,2,2,5
6,14,Randy Bullock,HOU,vs IND,L 28-33,0,1,4,4,4
6,14,Sebastian Janikowski,OAK,vs SD,L 28-31,0,1,4,4,4
6,14,Shaun Suisham,PIT,@ CLE,L 10-31,1,1,1,1,4
6,14,Blair Walsh,MIN,vs DET,L 3-17,1,1,0,0,3
6,14,Dan Carpenter,BUF,vs NE,L 22-37,0,0,2,2,2
6,14,Josh Scobee,,@ TEN,L 14-16,0,1,2,2,2
7,14,Nick Folk,NYJ,@ NE,L 25-27,4,5,1,1,13
7,14,Kai Forbath,WAS,vs TEN,W  19-17,4,4,1,1,13
7,14,Shaun Suisham,PIT,vs HOU,W  30-23,3,3,3,3,12
7,14,Randy Bullock,HOU,@ PIT,L 23-30,3,3,2,2,11
7,14,Shayne Graham,NO,@ DET,L 23-24,3,3,2,2,11
7,14,Cairo Santos,KC,@ SD,W  23-20,3,3,2,2,11
7,14,Blair Walsh,MIN,@ BUF,L 16-17,3,3,1,1,10
7,14,Stephen Gostkowski,NE,vs NYJ,W  27-25,2,2,3,3,9
